0.04	0.01	0.000104526	0.103514	323.01	0
0.04	0.01	0.000104526	0.110917	322.069	0
0.04	0.01	0.000104526	0.11885	320.993	0
0.04	0.01	0.000104526	0.12735	319.763	0
0.04	0.01	0.000104526	0.136458	318.36	0
0.04	0.01	0.000104526	0.146218	316.759	0
0.04	0.01	0.000104526	0.156675	314.934	0
0.04	0.01	0.000104526	0.16788	312.857	0
0.04	0.01	0.000104526	0.179887	310.496	0
0.04	0.01	0.000104526	0.192752	307.815	0
0.04	0.01	0.000104526	0.206538	304.777	0
0.04	0.01	0.000104526	0.221309	301.34	0
0.04	0.01	0.000104526	0.237137	297.461	0
0.04	0.01	0.000104526	0.254097	293.093	0
0.04	0.01	0.000104526	0.27227	288.188	0
0.04	0.01	0.000104526	0.291743	282.7	0
0.04	0.01	0.000104526	0.312608	276.58	0
0.04	0.01	0.000104526	0.334965	269.786	0
0.04	0.01	0.000104526	0.358922	262.28	0
0.04	0.01	0.000104526	0.384592	254.031	0
0.04	0.01	0.000104526	0.412098	245.024	0
0.04	0.01	0.000104526	0.44157	235.258	0
0.04	0.01	0.000104526	0.473151	224.754	0
0.04	0.01	0.000104526	0.506991	213.558	0
0.04	0.01	0.000104526	0.54325	201.749	0
0.04	0.01	0.000104526	0.582103	189.434	0
0.04	0.01	0.000104526	0.623735	176.759	0
0.04	0.01	0.000104526	0.668344	163.901	0
0.04	0.01	0.000104526	0.716143	151.069	0
0.04	0.01	0.000104526	0.767361	138.491	0
0.04	0.01	0.000104526	0.822243	126.408	0
0.04	0.01	0.000104526	0.881049	115.058	0
0.04	0.01	0.000104526	0.944061	104.663	0
0.04	0.01	0.000104526	1.01158	95.4118	0
0.04	0.01	0.000104526	1.08393	87.4533	0
0.04	0.01	0.000104526	1.16145	80.8894	0
0.04	0.01	0.000104526	1.24451	75.7761	0
0.04	0.01	0.000104526	1.33352	72.1291	0
0.04	0.01	0.000104526	1.42889	69.9333	0
0.04	0.01	0.000104526	1.53109	69.1546	0
0.04	0.01	0.000104526	1.64059	69.7537	0
0.04	0.01	0.000104526	1.75792	71.7032	0
0.04	0.01	0.000104526	1.88365	75.0003	0
0.04	0.01	0.000104526	2.01837	79.66	0
0.04	0.01	0.000104526	2.16272	85.6715	0
0.04	0.01	0.000104526	2.31739	92.9162	0
0.04	0.01	0.000104526	2.48313	101.069	0
0.04	0.01	0.000104526	2.66073	109.494	0
0.04	0.01	0.000104526	2.85102	117.117	0
0.04	0.01	0.000104526	3.05492	122.352	0
0.04	0.01	0.000104526	3.27341	123.368	0
0.04	0.01	0.000104526	3.50752	118.913	0
0.04	0.01	0.000104526	3.75837	109.124	0
0.04	0.01	0.000104526	4.02717	95.2298	0
0.04	0.01	0.000104526	4.31519	78.4121	0
0.04	0.01	0.000104526	4.62381	59.275	0
0.04	0.01	0.000104526	4.9545	38.4983	0
