0.000104526	0.000104526	0.2	0.1	0.180622	0
0.000104526	0.000114203	0.2	0.1	0.18062	0
0.000104526	0.000124775	0.2	0.1	0.180619	0
0.000104526	0.000136326	0.2	0.1	0.180617	0
0.000104526	0.000148946	0.2	0.1	0.180615	0
0.000104526	0.000162735	0.2	0.1	0.180613	0
0.000104526	0.0001778	0.2	0.1	0.18061	0
0.000104526	0.00019426	0.2	0.1	0.180608	0
0.000104526	0.000212243	0.2	0.1	0.180605	0
0.000104526	0.000231891	0.2	0.1	0.180602	0
0.000104526	0.000253358	0.2	0.1	0.180598	0
0.000104526	0.000276813	0.2	0.1	0.180595	0
0.000104526	0.000302439	0.2	0.1	0.180591	0
0.000104526	0.000330437	0.2	0.1	0.180586	0
0.000104526	0.000361027	0.2	0.1	0.180581	0
0.000104526	0.000394448	0.2	0.1	0.180576	0
0.000104526	0.000430964	0.2	0.1	0.180571	0
0.000104526	0.00047086	0.2	0.1	0.180564	0
0.000104526	0.00051445	0.2	0.1	0.180558	0
0.000104526	0.000562075	0.2	0.1	0.18055	0
0.000104526	0.000614108	0.2	0.1	0.180542	0
0.000104526	0.000670959	0.2	0.1	0.180533	0
0.000104526	0.000733073	0.2	0.1	0.180524	0
0.000104526	0.000800936	0.2	0.1	0.180513	0
0.000104526	0.000875083	0.2	0.1	0.180502	0
0.000104526	0.000956093	0.2	0.1	0.18049	0
0.000104526	0.0010446	0.2	0.1	0.180476	0
0.000104526	0.00114131	0.2	0.1	0.180462	0
0.000104526	0.00124696	0.2	0.1	0.180446	0
0.000104526	0.0013624	0.2	0.1	0.180428	0
0.000104526	0.00148852	0.2	0.1	0.180409	0
0.000104526	0.00162632	0.2	0.1	0.180389	0
0.000104526	0.00177687	0.2	0.1	0.180367	0
0.000104526	0.00194137	0.2	0.1	0.180342	0
0.000104526	0.00212109	0.2	0.1	0.180316	0
0.000104526	0.00231745	0.2	0.1	0.180288	0
0.000104526	0.00253198	0.2	0.1	0.180257	0
0.000104526	0.00276638	0.2	0.1	0.180223	0
0.000104526	0.00302248	0.2	0.1	0.180187	0
0.000104526	0.00330228	0.2	0.1	0.180148	0
0.000104526	0.00360798	0.2	0.1	0.180106	0
0.000104526	0.00394199	0.2	0.1	0.180061	0
0.000104526	0.00430692	0.2	0.1	0.180012	0
0.000104526	0.00470563	0.2	0.1	0.179959	0
0.000104526	0.00514125	0.2	0.1	0.179903	0
0.000104526	0.0056172	0.2	0.1	0.179842	0
0.000104526	0.0061372	0.2	0.1	0.179778	0
0.000104526	0.00670535	0.2	0.1	0.179709	0
0.000104526	0.0073261	0.2	0.1	0.179636	0
0.000104526	0.0080043	0.2	0.1	0.179559	0
0.000104526	0.0087453	0.2	0.1	0.179478	0
0.000104526	0.00955489	0.2	0.1	0.179393	0
0.000104526	0.0104394	0.2	0.1	0.179303	0
0.000104526	0.0114058	0.2	0.1	0.179211	0
0.000104526	0.0124617	0.2	0.1	0.179116	0
0.000104526	0.0136154	0.2	0.1	0.179019	0
0.000104526	0.0148758	0.2	0.1	0.178922	0
0.000104526	0.0162529	0.2	0.1	0.178825	0
0.000104526	0.0177575	0.2	0.1	0.178731	0
0.000104526	0.0194014	0.2	0.1	0.178643	0
0.000104526	0.0211975	0.2	0.1	0.178562	0
0.000104526	0.0231598	0.2	0.1	0.178493	0
0.000104526	0.0253038	0.2	0.1	0.17844	0
0.000104526	0.0276463	0.2	0.1	0.178408	0
0.000104526	0.0302057	0.2	0.1	0.178406	0
0.000104526	0.0330019	0.2	0.1	0.178439	0
0.000104526	0.0360571	0.2	0.1	0.178519	0
0.000104526	0.039395	0.2	0.1	0.178656	0
